Bigram,Probability
mind was,-8.46
not even,-8.46
not only,-8.46
s side,-8.46
was soon,-8.46
way and,-8.461
however was,-8.463
me as,-8.463
me for,-8.463
of those,-8.463
then I,-8.463
a more,-8.467
are you,-8.468
been able,-8.47
been very,-8.47
on their,-8.47
Elton and,-8.471
by him,-8.471
that my,-8.471
that would,-8.471
there could,-8.471
up a,-8.472
am quite,-8.473
after her,-8.475
Emma and,-8.476
his daughter,-8.476
his mind,-8.476
sure she,-8.478
And so,-8.479
in your,-8.479
<sos> Your,-8.48
I saw,-8.487
I see,-8.487
about her,-8.487
though not,-8.487
Lord <eos>,-8.49
Did you,-8.491
how she,-8.492
but what,-8.493
him so,-8.493
resolution of,-8.494
worse than,-8.495
consequence of,-8.497
for herself,-8.497
is that,-8.497
is too,-8.497
superior to,-8.497
were very,-8.497
with which,-8.497
alone <eos>,-8.498
of Miss,-8.498
of having,-8.498
speaking of,-8.498
satisfied with,-8.499
an opportunity,-8.501
can have,-8.501
nature of,-8.501
son and,-8.501
the smallest,-8.501
means of,-8.502
among them,-8.503
head <eos>,-8.503
regard to,-8.503
answer <eos>,-8.504
return to,-8.504
<sos> Now,-8.506
because I,-8.506
Brandon s,-8.507
had heard,-8.507
was <eos>,-8.507
was her,-8.507
whether she,-8.507
Bates s,-8.508
attention and,-8.508
be an,-8.509
towards her,-8.509
towards the,-8.509
a gentleman,-8.511
and yet,-8.511
comfort <eos>,-8.511
word <eos>,-8.512
not quite,-8.513
not very,-8.513
person <eos>,-8.513
manner <eos>,-8.514
spirits <eos>,-8.514
which <UNK>,-8.515
now and,-8.516
now to,-8.516
world to,-8.519
Mr Ferrars,-8.522
She did,-8.522
heart and,-8.522
knew that,-8.522
know the,-8.522
little more,-8.522
Colonel Wallis,-8.523
love and,-8.525
something more,-8.525
something of,-8.525
very kind,-8.525
A few,-8.526
Dashwood was,-8.526
another <eos>,-8.526
that of,-8.526
them as,-8.526
them both,-8.526
who would,-8.526
present <eos>,-8.528
woman of,-8.528
heard him,-8.529
she said,-8.529
think he,-8.529
he does,-8.532
Lady Dalrymple,-8.533
would do,-8.533
Elliot and,-8.534
of you,-8.534
the carriage,-8.534
felt it,-8.536
It had,-8.538
by some,-8.538
mind and,-8.538
friend s,-8.539
should like,-8.54
house was,-8.541
dear <eos>,-8.545
there are,-8.545
give them,-8.546
it be,-8.546
it so,-8.546
it very,-8.546
it were,-8.546
like it,-8.546
to find,-8.546
to get,-8.546
and by,-8.547
and on,-8.547
every other,-8.549
Emma I,-8.55
shall never,-8.55
up in,-8.55
He could,-8.555
for having,-8.556
from one,-8.556
was going,-8.556
was still,-8.556
a thing,-8.557
a time,-8.557
could only,-8.557
made it,-8.558
made the,-8.558
made up,-8.558
with it,-8.559
with my,-8.559
with so,-8.559
Miss Dashwoods,-8.56
Weston had,-8.56
you could,-8.56
<sos> One,-8.561
about him,-8.565
one or,-8.565
though her,-8.565
not <UNK>,-8.567
not mean,-8.567
the end,-8.568
the way,-8.568
were <UNK>,-8.568
Are you,-8.569
Don t,-8.569
unwilling to,-8.57
You know,-8.571
You may,-8.571
depend upon,-8.571
habit of,-8.571
increase of,-8.571
listen to,-8.571
Harriet had,-8.572
history of,-8.572
wishing to,-8.572
as Mrs,-8.573
as his,-8.573
value of,-8.573
justice to,-8.574
loss of,-8.574
turning to,-8.575
wanting to,-8.575
their acquaintance,-8.576
<UNK> his,-8.577
notice of,-8.577
ten minutes,-8.577
Very well,-8.578
can <eos>,-8.579
can you,-8.579
in some,-8.579
I always,-8.58
to talk,-8.58
to tell,-8.58
engaged to,-8.581
said in,-8.581
question <eos>,-8.583
stay at,-8.583
and Marianne,-8.584
and at,-8.584
and only,-8.584
husband <eos>,-8.585
she <UNK>,-8.585
which made,-8.585
town and,-8.587
will soon,-8.587
whether it,-8.589
thing of,-8.59
Bates and,-8.591
Mary s,-8.591
Walter s,-8.591
longer <eos>,-8.591
put it,-8.591
put off,-8.591
her being,-8.592
Mr Dixon,-8.593
best of,-8.593
he came,-8.593
he ought,-8.593
or at,-8.593
or of,-8.593
wife <eos>,-8.594
We must,-8.595
brother s,-8.595
years ago,-8.595
back to,-8.596
manner of,-8.596
where he,-8.598
Elinor and,-8.599
acquaintance and,-8.599
acquaintance with,-8.599
visit to,-8.599
down the,-8.6
it I,-8.6
it from,-8.6
know you,-8.6
them at,-8.6
his manners,-8.601
replied <eos>,-8.601
the family,-8.603
the place,-8.603
a look,-8.604
cried Mrs,-8.605
have given,-8.605
have it,-8.605
heart was,-8.605
was most,-8.606
look of,-8.607
think the,-8.607
found her,-8.608
found that,-8.608
good humoured,-8.608
me at,-8.608
on and,-8.608
on him,-8.608
on this,-8.608
any <UNK>,-8.609
any time,-8.609
few moments,-8.609
John and,-8.61
came back,-8.61
wish for,-8.611
<sos> Such,-8.617
Woodhouse <eos>,-8.619
Woodhouse I,-8.619
be to,-8.62
at Lyme,-8.621
enough of,-8.621
over her,-8.621
you mean,-8.621
had just,-8.622
long <eos>,-8.623
not give,-8.624
not say,-8.624
am <eos>,-8.625
Emma felt,-8.628
I knew,-8.629
I remember,-8.629
I understand,-8.629
like <eos>,-8.629
<UNK> him,-8.631
<UNK> s,-8.631
He would,-8.633
as an,-8.634
as any,-8.634
as in,-8.634
my brother,-8.635
the case,-8.638
the country,-8.638
that any,-8.641
that every,-8.641
ever be,-8.642
her heart,-8.642
one morning,-8.643
one who,-8.643
out the,-8.643
of one,-8.646
man s,-8.648
again in,-8.65
what the,-8.65
to Miss,-8.651
Mrs Harville,-8.652
than his,-8.654
than usual,-8.654
dread of,-8.656
o clock,-8.656
he were,-8.657
it may,-8.657
mistress of,-8.658
which might,-8.659
can hardly,-8.661
nothing could,-8.661
very bad,-8.662
tone of,-8.663
Every body,-8.664
arrival of,-8.664
enjoyment <eos>,-8.664
none of,-8.664
sensible of,-8.664
too late,-8.664
too well,-8.664
say and,-8.665
will do,-8.665
health and,-8.666
sit down,-8.666
Mr Cole,-8.667
Mr Musgrove,-8.667
his brother,-8.669
his manner,-8.669
impossible to,-8.669
exactly the,-8.67
called on,-8.672
have <UNK>,-8.672
head and,-8.672
As to,-8.674
She will,-8.674
already <eos>,-8.674
change <eos>,-8.674
children <eos>,-8.675
the least,-8.675
<sos> Ah,-8.676
<sos> Not,-8.676
<sos> Their,-8.676
Musgrove s,-8.676
because she,-8.676
now she,-8.677
would rather,-8.677
passed away,-8.678
Walter and,-8.679
be allowed,-8.679
be said,-8.679
leave her,-8.679
put an,-8.679
by <UNK>,-8.682
by them,-8.682
for Marianne,-8.682
for though,-8.682
on it,-8.682
on one,-8.682
happiness <eos>,-8.683
But now,-8.684
had she,-8.684
herself but,-8.684
possible that,-8.684
life and,-8.685
never saw,-8.685
never seen,-8.685
where the,-8.685
did she,-8.686
in London,-8.686
me but,-8.686
people <eos>,-8.686
speak <eos>,-8.686
who were,-8.686
In a,-8.687
any such,-8.687
<UNK> me,-8.688
letter <eos>,-8.69
think him,-8.69
Wentworth was,-8.691
at Mrs,-8.691
knew not,-8.692
left them,-8.693
almost as,-8.694
myself to,-8.694
but Mr,-8.695
her brother,-8.695
few months,-8.697
and this,-8.699
is my,-8.699
should never,-8.701
are a,-8.702
are quite,-8.702
are to,-8.702
saw that,-8.702
so soon,-8.703
a sort,-8.704
him of,-8.705
Woodhouse was,-8.706
<sos> After,-8.707
<sos> For,-8.707
<sos> With,-8.707
from that,-8.708
from their,-8.708
indeed it,-8.708
however <eos>,-8.711
They will,-8.713
my <UNK>,-8.713
my opinion,-8.713
was impossible,-8.713
was just,-8.713
was sure,-8.713
give a,-8.716
give the,-8.716
it at,-8.716
it did,-8.716
mother was,-8.716
into her,-8.717
make them,-8.718
Miss Anne,-8.72
up her,-8.72
up his,-8.72
up with,-8.72
were so,-8.72
day of,-8.725
he seemed,-8.725
one and,-8.725
one another,-8.725
And as,-8.726
of life,-8.726
two <eos>,-8.727
two years,-8.727
out for,-8.731
out in,-8.731
I really,-8.732
always <UNK>,-8.732
always been,-8.732
though he,-8.734
about <eos>,-8.735
an air,-8.736
very few,-8.736
very likely,-8.736
his son,-8.739
and for,-8.74
and said,-8.74
and you,-8.74
be all,-8.74
be made,-8.74
in fact,-8.742
not come,-8.744
not help,-8.744
not much,-8.744
Mr Churchill,-8.745
see how,-8.745
see it,-8.745
<UNK> you,-8.747
other day,-8.747
will make,-8.747
will never,-8.747
had gone,-8.748
had received,-8.748
had so,-8.748
nothing else,-8.748
nothing in,-8.748
can never,-8.749
for Harriet,-8.749
her hand,-8.749
remembrance of,-8.75
willing to,-8.75
piece of,-8.751
the pleasure,-8.751
venture to,-8.751
smiled and,-8.752
you say,-8.752
calling on,-8.753
fear of,-8.753
or in,-8.753
say you,-8.753
Indeed I,-8.754
occurred to,-8.754
promised to,-8.754
waiting for,-8.754
effect of,-8.755
would give,-8.755
Every thing,-8.757
match <eos>,-8.757
Lyme <eos>,-8.758
silence <eos>,-8.758
been used,-8.759
sir <eos>,-8.759
thing but,-8.759
thing was,-8.759
by Mrs,-8.76
by all,-8.76
by that,-8.76
convinced of,-8.76
hoped to,-8.76
on being,-8.76
on to,-8.76
pain of,-8.76
them for,-8.76
why should,-8.76
with no,-8.76
impossible <eos>,-8.762
expected to,-8.763
gentleman s,-8.763
week <eos>,-8.763
making a,-8.764
Louisa Musgrove,-8.765
as we,-8.765
at Uppercross,-8.765
well I,-8.766
that Miss,-8.767
that when,-8.767
Ferrars s,-8.768
me if,-8.768
near her,-8.768
town <eos>,-8.768
<sos> <eos>,-8.769
understand you,-8.769
Highbury and,-8.77
situation <eos>,-8.77
carriage <eos>,-8.771
herself she,-8.771
Well I,-8.773
is <UNK>,-8.773
is as,-8.773
is it,-8.773
never could,-8.773
never to,-8.773
did it,-8.774
friends and,-8.774
Smith s,-8.775
old <UNK>,-8.775
three months,-8.775
told him,-8.776
whom I,-8.776
good fortune,-8.777
good natured,-8.777
it <UNK>,-8.777
short time,-8.777
think she,-8.777
seen a,-8.778
seen him,-8.778
How do,-8.779
once <eos>,-8.781
Jennings was,-8.782
and Anne,-8.782
and twenty,-8.782
and what,-8.782
Willoughby <eos>,-8.783
letter was,-8.783
party and,-8.784
cried Mr,-8.786
myself I,-8.787
off with,-8.787
found herself,-8.789
when Mr,-8.789
John s,-8.79
from Mr,-8.79
the more,-8.79
the morning,-8.79
the name,-8.79
your father,-8.79
your friend,-8.79
feelings and,-8.791
wish I,-8.791
woman who,-8.791
while he,-8.792
there and,-8.793
am so,-8.795
am sorry,-8.795
he <eos>,-8.795
he can,-8.795
hope I,-8.795
hope that,-8.795
happy in,-8.796
Elliot was,-8.797
done for,-8.797
every moment,-8.797
felt the,-8.799
no reason,-8.799
no time,-8.799
in and,-8.801
many a,-8.801
many people,-8.801
away to,-8.802
away with,-8.802
to meet,-8.803
to morrow,-8.803
to your,-8.803
long enough,-8.804
her daughter,-8.806
all over,-8.807
all these,-8.807
Miss Hawkins,-8.808
dear I,-8.808
not bear,-8.808
not being,-8.808
not it,-8.808
not see,-8.808
like him,-8.809
young men,-8.81
a better,-8.811
a fine,-8.811
a long,-8.811
of Edward,-8.811
of our,-8.811
his behaviour,-8.813
his friend,-8.813
his way,-8.813
one can,-8.813
up <eos>,-8.813
very fine,-8.814
this <UNK>,-8.816
for Mrs,-8.819
sure to,-8.819
And how,-8.82
And now,-8.82
you cannot,-8.823
you in,-8.823
you not,-8.823
always be,-8.825
and sister,-8.825
first <eos>,-8.828
though the,-8.828
said and,-8.829
said it,-8.829
was almost,-8.829
was gone,-8.829
was more,-8.829
was of,-8.829
was rather,-8.829
do any,-8.833
do for,-8.833
You would,-8.834
that all,-8.834
that time,-8.834
with what,-8.834
<sos> Poor,-8.835
<sos> and,-8.835
Harriet and,-8.835
as <UNK>,-8.836
as this,-8.836
she believed,-8.837
she does,-8.837
she hoped,-8.837
great many,-8.838
great pleasure,-8.838
see <eos>,-8.838
see that,-8.838
would go,-8.838
it should,-8.841
it the,-8.841
nothing at,-8.841
been there,-8.842
been to,-8.842
has no,-8.842
at my,-8.843
by every,-8.843
She has,-8.844
She saw,-8.844
they all,-8.845
they did,-8.845
say so,-8.846
Box Hill,-8.848
Harley Street,-8.848
belonging to,-8.848
them a,-8.848
belong to,-8.849
endeavour to,-8.849
pretend to,-8.849
depended on,-8.85
number of,-8.85
possession of,-8.85
quitted the,-8.85
is only,-8.851
is such,-8.851
Let me,-8.852
particulars of,-8.852
conviction of,-8.853
agreed to,-8.854
struck by,-8.854
misery of,-8.855
Is not,-8.856
gratitude and,-8.856
me of,-8.856
me so,-8.856
morrow <eos>,-8.856
of Harriet,-8.856
yesterday <eos>,-8.856
confidence in,-8.857
delighted to,-8.857
now be,-8.857
worse <eos>,-8.857
Very true,-8.858
supposed to,-8.859
well be,-8.859
Elinor who,-8.862
company and,-8.862
expected <eos>,-8.862
girl <eos>,-8.862
hours of,-8.862
in vain,-8.862
believed it,-8.863
kindness and,-8.863
know and,-8.863
little of,-8.863
open to,-8.863
herself that,-8.864
so good,-8.864
walk to,-8.864
wonder at,-8.864
When the,-8.865
fortune <eos>,-8.865
fortune and,-8.865
him by,-8.865
him from,-8.865
taken place,-8.865
answer for,-8.866
hand and,-8.866
let us,-8.866
never be,-8.866
voice <eos>,-8.866
a different,-8.867
a small,-8.867
near the,-8.867
who can,-8.867
set of,-8.868
<sos> Every,-8.869
and could,-8.869
and my,-8.869
and now,-8.869
and their,-8.869
because it,-8.869
he <UNK>,-8.869
he may,-8.869
account <eos>,-8.87
being able,-8.87
think they,-8.87
Walter Elliot,-8.871
good humour,-8.871
good opinion,-8.871
good to,-8.871
gave him,-8.872
the past,-8.873
others and,-8.874
Smith <eos>,-8.875
We are,-8.875
We have,-8.875
We shall,-8.875
not I,-8.875
person and,-8.875
years <eos>,-8.875
years old,-8.875
Charles Musgrove,-8.876
deal more,-8.876
manner in,-8.876
right and,-8.876
from Mrs,-8.878
What <eos>,-8.879
people to,-8.879
kind <eos>,-8.88
looked as,-8.88
tell her,-8.88
those of,-8.88
feel it,-8.882
take it,-8.882
take the,-8.882
Willoughby and,-8.883
are <eos>,-8.883
my feelings,-8.883
my sister,-8.883
your brother,-8.883
had he,-8.885
had in,-8.885
had only,-8.885
knew it,-8.885
knew nothing,-8.885
off in,-8.886
place in,-8.886
there I,-8.886
there being,-8.886
till they,-8.887
only by,-8.888
only two,-8.888
few hours,-8.889
few weeks,-8.889
all your,-8.89
was by,-8.89
was such,-8.89
was with,-8.89
were a,-8.89
were gone,-8.89
heard her,-8.891
heard the,-8.891
his coming,-8.891
same <eos>,-8.891
for every,-8.893
for what,-8.893
have any,-8.894
have him,-8.894
rather a,-8.894
He looked,-8.896
s mind,-8.896
you but,-8.897
you might,-8.897
just the,-8.898
Miss Marianne,-8.901
Miss Morton,-8.901
even in,-8.901
even the,-8.901
go away,-8.901
I ever,-8.902
I mean,-8.902
friend to,-8.902
long and,-8.903
<sos> Lady,-8.904
<sos> Very,-8.904
however he,-8.904
that no,-8.904
she were,-8.907
which his,-8.907
which seemed,-8.907
which would,-8.907
it by,-8.908
it possible,-8.908
as good,-8.91
much obliged,-8.91
make him,-8.911
with your,-8.912
shall we,-8.913
what would,-8.913
after their,-8.915
and Harriet,-8.915
and how,-8.915
and who,-8.915
sister in,-8.916
sister was,-8.916
the little,-8.916
than you,-8.917
their way,-8.917
must say,-8.922
said no,-8.922
would make,-8.925
a smile,-8.926
at one,-8.926
do and,-8.926
do with,-8.926
her life,-8.926
her of,-8.926
her spirits,-8.926
in being,-8.927
about a,-8.928
about me,-8.928
to stay,-8.928
to what,-8.928
will find,-8.928
will tell,-8.928
been too,-8.929
but his,-8.929
but with,-8.929
but without,-8.929
quite so,-8.929
how could,-8.933
You do,-8.934
or even,-8.934
She knew,-8.937
before you,-8.937
they do,-8.938
we all,-8.938
we may,-8.938
<UNK> than,-8.939
<sos> Had,-8.939
can tell,-8.941
them with,-8.941
be better,-8.942
be gone,-8.942
be his,-8.942
be married,-8.942
be supposed,-8.942
be too,-8.942
say it,-8.945
say to,-8.945
not allow,-8.946
could <eos>,-8.95
could say,-8.95
so and,-8.951
thing and,-8.952
thing for,-8.952
him very,-8.953
him was,-8.953
Berkeley Street,-8.955
middle of,-8.955
won t,-8.955
Thank you,-8.956
assurance of,-8.956
result of,-8.956
God <eos>,-8.957
addition to,-8.957
agree with,-8.957
dine with,-8.958
entrance of,-8.958
recollection of,-8.958
eager to,-8.959
had any,-8.959
period of,-8.959
well know,-8.959
fellow <eos>,-8.96
join them,-8.96
the better,-8.96
the children,-8.96
the cottage,-8.96
the good,-8.96
the question,-8.96
the window,-8.96
attempt to,-8.961
time I,-8.961
and from,-8.962
little <eos>,-8.962
little while,-8.962
loved her,-8.962
I felt,-8.963
ago <eos>,-8.963
Admiral Croft,-8.964
But my,-8.964
Street <eos>,-8.964
consider it,-8.964
difference in,-8.964
difference of,-8.964
sitting down,-8.964
temper <eos>,-8.964
Isabella s,-8.966
supposed that,-8.966
who knew,-8.966
beginning of,-8.967
consequence <eos>,-8.967
respect to,-8.967
satisfaction in,-8.967
might do,-8.968
Middleton s,-8.97
exactly what,-8.97
extremely well,-8.97
good as,-8.97
good sense,-8.97
matter <eos>,-8.97
talking to,-8.97
for that,-8.971
from being,-8.971
from home,-8.971
from my,-8.971
from them,-8.971
directly and,-8.972
engagement <eos>,-8.972
own and,-8.972
own feelings,-8.972
own heart,-8.972
received a,-8.972
sense and,-8.972
to call,-8.972
to join,-8.972
took place,-8.972
As soon,-8.973
door <eos>,-8.973
hand <eos>,-8.973
his life,-8.973
his side,-8.973
his sisters,-8.973
point <eos>,-8.973
return <eos>,-8.973
Ferrars <eos>,-8.975
affection <eos>,-8.975
rest <eos>,-8.975
talked to,-8.975
<sos> Perhaps,-8.976
eyes were,-8.976
whether he,-8.976
Brandon <eos>,-8.977
all <UNK>,-8.977
all for,-8.977
all was,-8.977
have always,-8.977
have found,-8.977
lady s,-8.977
Bates <eos>,-8.978
that though,-8.978
It must,-8.979
it seemed,-8.979
leave the,-8.979
under a,-8.979
best <eos>,-8.98
no answer,-8.98
no such,-8.98
Hartfield and,-8.981
hardly knew,-8.981
she spoke,-8.981
she wished,-8.981
three years,-8.981
wife and,-8.981
Yes said,-8.982
if we,-8.982
person who,-8.982
when her,-8.982
gone to,-8.983
were both,-8.983
were now,-8.983
s feelings,-8.984
very agreeable,-8.984
very different,-8.984
very far,-8.984
very handsome,-8.984
very often,-8.984
subject of,-8.985
What do,-8.986
between him,-8.986
people in,-8.986
there will,-8.986
Lucy was,-8.987
Lucy who,-8.987
am I,-8.987
looked up,-8.987
a general,-8.988
a state,-8.988
poor little,-8.988
hear the,-8.989
pleasure and,-8.989
take her,-8.989
her she,-8.99
Emma said,-8.991
knew how,-8.992
here is,-8.993
in <eos>,-8.994
till he,-8.994
morning to,-8.995
with Miss,-8.995
woman and,-8.997
woman s,-8.997
of Marianne,-8.998
hope <eos>,-9.002
hope it,-9.002
hope she,-9.002
hope to,-9.002
happy with,-9.003
one is,-9.005
Woodhouse and,-9.006
the drawing,-9.006
the letter,-9.006
the moment,-9.006
room to,-9.007
even for,-9.008
over it,-9.008
over to,-9.008
<UNK> had,-9.01
long before,-9.01
and be,-9.011
come back,-9.011
however I,-9.011
however and,-9.011
however it,-9.011
however to,-9.011
what could,-9.012
<sos> Is,-9.013
at hand,-9.013
father had,-9.014
be and,-9.016
be satisfied,-9.016
mother in,-9.016
than all,-9.016
but now,-9.017
make no,-9.018
would soon,-9.018
shall always,-9.02
up for,-9.02
is I,-9.021
is one,-9.021
said Anne,-9.021
said that,-9.021
was nothing,-9.021
Knightley had,-9.022
been for,-9.022
been given,-9.022
been more,-9.022
by Miss,-9.023
on Mrs,-9.023
sure he,-9.026
I declare,-9.027
I might,-9.027
two <UNK>,-9.027
two thousand,-9.027
will <eos>,-9.028
ever and,-9.029
ever so,-9.029
he looked,-9.029
thought her,-9.029
thought you,-9.029
or I,-9.033
about them,-9.034
first <UNK>,-9.034
quite out,-9.036
had such,-9.037
soon have,-9.041
could bear,-9.043
could give,-9.043
could make,-9.043
could now,-9.043
could think,-9.043
most happy,-9.043
before it,-9.044
great a,-9.044
so she,-9.044
we will,-9.045
him again,-9.046
me with,-9.048
of seeing,-9.048
of which,-9.048
Marianne to,-9.049
any more,-9.049
some <UNK>,-9.05
<sos> Indeed,-9.052
a visit,-9.052
it she,-9.053
for <UNK>,-9.054
for as,-9.054
that moment,-9.056
that one,-9.056
her on,-9.057
her opinion,-9.057
her thoughts,-9.057
you like,-9.057
she began,-9.059
she cried,-9.059
she went,-9.059
thing I,-9.059
his eyes,-9.061
his family,-9.061
his heart,-9.061
and good,-9.062
and no,-9.062
have <eos>,-9.064
have an,-9.064
have known,-9.064
have some,-9.064
in Highbury,-9.064
to Bath,-9.066
to Emma,-9.066
to avoid,-9.066
to every,-9.066
to keep,-9.066
to understand,-9.066
well that,-9.066
time but,-9.068
little to,-9.069
Depend upon,-9.07
as might,-9.07
know him,-9.07
source of,-9.07
Great House,-9.071
ceased to,-9.071
compared with,-9.071
herself in,-9.071
dining room,-9.072
impatient to,-9.072
beg your,-9.073
charge of,-9.073
who are,-9.073
listened to,-9.074
youth and,-9.074
Did not,-9.075
On the,-9.075
age and,-9.075
inclination for,-9.075
assured of,-9.076
distance from,-9.076
my power,-9.076
promise to,-9.076
Had he,-9.077
chance of,-9.077
difficulty in,-9.077
good nature,-9.077
hopes of,-9.077
mentioned it,-9.077
reached the,-9.077
s having,-9.077
s heart,-9.077
s sake,-9.077
think so,-9.077
very sure,-9.077
wait for,-9.077
written to,-9.077
admiration of,-9.078
expect to,-9.078
own <UNK>,-9.078
own way,-9.078
Street and,-9.079
looks and,-9.079
